name,id_game,quote,effect,unlock,image,quality,pool,item_quality,extension
Spelunker Hat,5.100.91,See-through doors,"Reveals type of adjacent rooms, including location for  Secret Rooms and  Super Secret Rooms.  Reveals rooms up to 2 rooms away and blocks projectiles falling from above.",Unlocked,imagenes3,2,Crane GameTreasure RoomShop,passive item,rebirth
Spider Bite,5.100.89,Slow effect,"Adds a chance to shoot slowing tears, reducing speed of enemy movement and any projectile fired by them.",Unlocked,imagenes3,2,Crane GameTreasure RoomTreasure Room,passive item,rebirth
Spiderbaby,5.100.211,Spider revenge,Spawns 1-2 Blue Spiders when Isaac takes damage. Spawns 3-5 Blue Spiders when Isaac takes damage.,Unlocked,imagenes3,0,Treasure Room,,rebirth
Spirit of the Night,5.100.159,Scary,Grants spectral tears and flight.,Unlocked,imagenes3,3,Devil BeggarUltra Secret RoomDevil RoomDevil Room,passive item,rebirth
Spoon Bender,5.100.3,Homing shots,Grants Isaac homing tears.,Unlocked,imagenes3,3,Crane GameTreasure RoomTreasure Room,passive item,rebirth
Squeezy,5.100.196,Tears up,"Increases tears by 0.4, spawns 2   Soul Hearts.",Unlocked,imagenes3,3,Crane GameGolden ChestBossBoss,passive item,rebirth
Starter Deck,5.100.251,Extra card room,Isaac can hold 2 cards at once and all pills are replaced by cards.,Unlocked,imagenes3,2,Crane GameShopShop,passive item,rebirth
Steam Sale,5.100.64,50% off,"Reduces all Shop prices by 50%, rounded down to 7 coins for an item, rounded up to 2-3 coins for a pickup.",Unlocked,imagenes3,2,ShopTreasure Room,passive item,rebirth
Stem Cells,5.100.176,HP + shot speed up,Grants one full Red Heart container and +0.16 shot speed.  Heals 1 additional   Red Heart,Unlocked,imagenes3,1,Ultra Secret RoomBossTreasure RoomBoss,,rebirth
Steven,5.100.50,DMG up,+1 damage.,Unlocked,imagenes3,3,Golden ChestGolden ChestTreasure Room,,rebirth
Stigmata,5.100.138,DMG + HP up,"+0.3 damage, grants one full Red Heart container.  Heals 1 additional   Red Heart.",Unlocked,imagenes3,2,Angel RoomWooden ChestTreasure RoomAngel RoomTreasure Room,passive item,rebirth
Stop Watch,5.100.232,Let's slow this down a bit...,"+0.3 speed. Automatically inflicts slow to all enemies in every room.+0.3 speed. Upon taking damage, inflicts slow to all enemies for the current room.+0.3 speed. Slows all enemies in every room to 80% speed.",Donate 999 Coins to the Donation Machine,imagenes3,4,Crane GameShop,,rebirth
Strange Attractor,5.100.315,Magnetic tears,"Pickups, trinkets, and monsters are magnetically attracted to Isaac's tears.",Unlocked,imagenes3,0,Treasure RoomTreasure Room,,rebirth
Super Bandage,5.100.92,+2 hearts,Grants one full Red Heart container and 2   Soul Hearts.,Make a Super Bandage Girl by picking up 4 copies of Ball of Bandages in one run; see Unlocking Super Meat Boy & Super Bandage Girl,imagenes3,2,BossTreasure Room,passive item,rebirth
Synthoil,5.100.345,DMG + range up,"+1 damage, +5.25 range, +0.5 tear falling speed. +1 damage, +2.5 range.",Unlocked,imagenes3,3,Devil BeggarBossBoss,passive item,rebirth
Taurus,5.100.299,Speed down + rage is building,"-0.3 Speed. Isaac builds speed while in a room with enemies. At max speed, he gains the  My Little Unicorn effect for 5 seconds.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,passive item,rebirth
Tech.5,5.100.244,It's still being tested...,"Isaac occasionally fires an unlimited range piercing laser alongside his normal tears. The laser can glitch, mimicking the effects of certain items and trinkets.",Complete The Host (challenge #18),imagenes3,3,Crane GameTreasure RoomTreasure Room,Tech (disambiguation),rebirth
Technology,5.100.68,Laser tears,Replaces tears with a piercing laser with unlimited range.,Unlocked,imagenes3,3,Crane GameTreasure RoomDevil RoomTreasure Room,,rebirth
Technology 2,5.100.152,Extra laser,Replaces the tears fired from Isaac's right eye with a rapid-firing low damage piercing laser.  Damage down.,Unlocked,imagenes3,2,Crane GameTreasure RoomTreasure Room,Tech (disambiguation),rebirth
The Battery,5.100.63,Stores energy,"Activated collectibles can store an extra level of charge, allowing them to be used twice in one room.",Unlocked,imagenes3,2,Battery BumCrane GameShopShop,,rebirth
The Belt,5.100.28,Speed up,Increases speed by 0.3.,Unlocked,imagenes3,1,Golden ChestBossBoss,passive item,rebirth
The Black Bean,5.100.180,Toot on touch,"When taking damage, Isaac farts, poisoning enemies in range. When taking damage, Isaac farts five times, poisoning and knocking back nearby enemies and leaving lingering poison clouds.",Unlocked,imagenes3,0,BeggarTreasure Room,passive item,rebirth
The Body,5.100.334,I feel all,Adds 3 Red Heart Containers.,Defeat ??? as  The Lost,imagenes3,3,Ultra Secret RoomAngel RoomTreasure RoomAngel RoomTreasure Room,passive item,rebirth
The Common Cold,5.100.103,Poison damage,"Adds a chance to shoot poison tears, dealing damage over time when inflicted.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,passive item,rebirth
The Compass,5.100.21,The end is near,"Reveals the locations and types of all special rooms on the map, except  Secret Rooms and  Super Secret Rooms.",Unlocked,imagenes3,2,Crane GameBeggarShop,passive item,rebirth
The Halo,5.100.101,All stats up,"Grants one full Red Heart container, +0.3 damage, +0.2 tears, +0.25 range, +0.3 speed, and +0.5 tear falling speed. Grants one full Red Heart container, +0.3 damage, +0.2 tears, +1.5 range, and +0.3 speed. Heals 1 additional   Red Heart.","Defeat Mom, Mom's Heart, or It Lives! using The Bible",imagenes3,2,BossAngel RoomTreasure RoomBossTreasure Room,passive item,rebirth
The Inner Eye,5.100.2,Triple shot,Grants triple shot but decreases tears.,Unlocked,imagenes3,2,Treasure RoomTreasure Room,passive item,rebirth
The Ladder,5.100.60,Building bridges,Allows Isaac to walk across gaps one square across by automatically placing a ladder between the two walkable sections.,Unlocked,imagenes3,1,Wooden ChestShop,passive item,rebirth
The Ludovico Technique,5.100.329,Controlled tears,"Instead of firing tears, Isaac controls one floating tear that hover over obstacles. This tear deals constant damage when held in place over an enemy.",Unlocked,imagenes3,2,Treasure RoomTreasure Room,passive item,rebirth
The Mark,5.100.79,DMG + speed up,"Grants one   Soul Heart, +1 damage, and +0.2 speed. Grants one   Black Heart, +1 damage, and +0.2 speed.",Unlocked,imagenes3,3,Devil BeggarUltra Secret RoomCurse RoomDevil RoomCurse RoomDevil Room,,rebirth
The Mind,5.100.333,I know all,"Reveals the entire map, including all special rooms and  Secret Rooms.",Defeat Satan as  The Lost,imagenes3,3,Angel RoomTreasure RoomAngel RoomTreasure Room,passive item,rebirth
The Mulligan,5.100.151,They grow inside,Tears have a 1/6 chance of spawning allied Blue Flies when they hit an enemy.,Unlocked,imagenes3,3,Treasure RoomTreasure Room,,rebirth
The Negative,5.100.328,Fate chosen,"If Isaac has half a red heart or no red hearts after taking damage, all enemies in the room take significant damage. Allows entrance into the  Dark Room.  +1 Damage and also allows access to  Home.",Defeat Satan 5 times,imagenes3,2,,passive item,rebirth
The Pact,5.100.80,DMG + tears up,"Grants two   Soul Hearts, +0.5 damage, and +0.7 tears. Grants two   Black Hearts, +0.5 damage, and +0.7 tears.",Unlocked,imagenes3,3,Devil BeggarUltra Secret RoomCurse RoomDevil RoomCurse RoomDevil Room,passive item,rebirth
The Parasite,5.100.104,Split shot,Isaac's tears split in two when they hit something.,"Pick up any 2 of the following items in a single run: Bob's Rotten Head, Dead Cat, Cricket's Head, and Tammy's Head ( Any 2 items that have the 'dead' item tag)",imagenes3,3,Treasure RoomTreasure Room,passive item,rebirth
The Peeper,5.100.155,Plop!,"Spawns a familiar that slowly floats around the room in a zig-zag pattern, damaging enemies it passes through.  Increases the damage of tears from Isaac's left eye by 35%.",Unlocked,imagenes3,2,Baby ShopTreasure RoomTreasure Room,passive item,rebirth
The Polaroid,5.100.327,Fate chosen,"If Isaac has half a red heart or no red hearts after taking damage, he gains a shield that nullifies all types of damage for 5 seconds. Allows entrance into  Chest.  Also allows access to  Home.",Defeat Isaac 5 times,imagenes3,2,,passive item,rebirth
The Relic,5.100.98,Soul generator,Spawns a cross familiar that drops a   Soul Heart after clearing enough rooms.,Defeat Isaac as  Magdalene,imagenes3,3,Angel RoomTreasure RoomTreasure Room,,rebirth
The Sad Onion,5.100.1,Tears up,Increases tears by 0.7.,Unlocked,imagenes3,3,Crane GameTreasure RoomTreasure Room,,rebirth
The Small Rock,5.100.90,DMG up + speed down,"+1 damage, +0.2 tears, -0.2 speed.",Destroy 100 Tinted Rocks,imagenes3,3,Crane Game,passive item,rebirth
The Soul,5.100.335,I am all,Grants two   Soul Hearts. Isaac gains a pulsing aura that repels enemies and projectiles.,Defeat The Lamb as  The Lost,imagenes3,3,Angel RoomTreasure RoomAngel RoomTreasure Room,,rebirth
The Virus,5.100.13,Poison touch + speed up,Isaac poisons enemies on contact.  -0.1 speed.  +0.2 speed.  Poisoned enemies have a chance to drop a black heart when killed.,Unlocked,imagenes3,2,Ultra Secret RoomDevil BeggarTreasure RoomTreasure Room,passive item,rebirth
The Wafer,5.100.108,Damage resistance,Most sources of damage that would cause more than one-half heart of damage are reduced to one-half heart instead.,Unlocked,imagenes3,4,Angel RoomTreasure RoomTreasure Room,passive item,rebirth
There's Options,5.100.249,More options,Two items appear after defeating a Boss. Only one can be taken; the other will disappear.,Donate 50 Coins to the Donation Machine,imagenes3,3,Shop,,rebirth
Thunder Thighs,5.100.314,HP up + speed down + you feel stompy,Destroys rocks upon contact with Isaac. Adds one Red Heart container and lowers Speed.,Unlocked,imagenes3,1,Treasure RoomBoss,,rebirth
Tiny Planet,5.100.233,Orbiting tears + range up,Massively increases Range and grants spectral tears. Tears orbit around Isaac at a fixed distance until they hit the ground.,Unlocked,imagenes3,0,Treasure RoomTreasure Room,passive item,rebirth
Tooth Picks,5.100.183,Tears + shot speed up,"+0.7 tears, +0.16 shot speed.",Unlocked,imagenes3,3,Wooden ChestBossBoss,passive item,rebirth
Torn Photo,5.100.341,Tears + shot speed up,"+0.7 tears, +0.16 shot speed.",Unlocked,imagenes3,3,Golden ChestOld ChestBossBoss,passive item,rebirth
Tough Love,5.100.150,Tooth shot,"Adds a chance to shoot a tooth instead of a tear, which deals x3.2 Isaac's damage.",Unlocked,imagenes3,3,Treasure RoomTreasure Room,passive item,rebirth
Transcendence,5.100.20,We all float down here...,Grants flight.,Defeat  Mom's Heart 3 times,imagenes3,3,Secret RoomSecret Room,passive item,rebirth
Treasure Map,5.100.54,Full visible map,Reveals the map of each floor. It does not identify special rooms and does not reveal the locations of  Secret Rooms /  Super Secret Rooms.,Unlocked,imagenes3,2,BeggarShop,passive item,rebirth
Trinity Shield,5.100.243,You feel guarded,Isaac gains a shield that protects him from enemy shots. It aims in the direction Isaac fires from.,Unlocked,imagenes3,2,Angel RoomAngel Room,passive item,rebirth
Virgo,5.100.303,You feel refreshed and protected,Adds a chance to give a shield that nullifies all incoming damage for 10 seconds upon taking damage. Also converts bad pills into good pills.,Unlocked,imagenes3,2,Treasure RoomTreasure Room,passive item,rebirth
Whore of Babylon,5.100.122,Curse up,Grants +1.5 Damage and +0.3 Speed whenever Isaac has a   Half Red Heart or less.,Unlocked,imagenes3,2,Devil BeggarUltra Secret RoomDevil RoomDevil Room,passive item,rebirth
Wire Coat Hanger,5.100.32,Tears up,Increases tears by 0.7.,Defeat Mom's Heart 4 times,imagenes3,3,Crane GameGolden ChestBossBoss,passive item,rebirth
Wooden Spoon,5.100.27,Speed up,Increases speed by 0.3.,Unlocked,imagenes3,1,Wooden ChestBossBoss,passive item,rebirth
X-Ray Vision,5.100.76,I've seen everything,Reveals and opens all  Secret Room and  Super Secret Room entrances.,Unlocked,imagenes3,2,Treasure RoomShop,passive item,rebirth
8 Inch Nails,5.100.359,Stick it to 'em!,"+1.5 damage. Replaces Isaac's tears with nails, which have increased knockback.",Unlocked,imagenes3,3,Treasure RoomTreasure Room,,afterbirth
Athame,5.100.408,Call to the void,"When Isaac takes damage, a damaging black ring briefly appears around him. This ring can cause enemies to drop   Black Hearts. After Isaac kills an enemy, adds a luck-based chance to spawn a damaging black ring around them.",Defeat Hush as  Eve,imagenes3,3,Curse RoomDevil RoomCurse RoomDevil Room,,afterbirth
Betrayal,5.100.391,Turn your enemy,"Charms all enemies in the room when Isaac takes damage. Enemies are able to damage each other. If an enemy is damaged by another enemy, they will attack that enemy instead of Isaac.",Defeat Hush as  Judas,imagenes3,1,Devil RoomTreasure RoomDevil RoomTreasure Room,,afterbirth
Binky,5.100.438,Tears up,"Grants one   Soul Heart, +0.75 tears and decreases Isaac's size.",Unlocked,imagenes3,3,Crane GameGolden ChestBossBoss,,afterbirth
Black Powder,5.100.420,Spin the black circle!,"Isaac leaves a trail of black powder on the floor. Walking in a circle will spawn a pentagram symbol on the floor, which deals 10 damage per tick to any enemies inside it.",Unlocked,imagenes3,1,Devil BeggarDevil RoomDevil Room,,afterbirth
Bomber Boy,5.100.353,Cross blast + 5 bombs,+5   Bombs. Isaac's bombs will now explode in a large cross-shaped pattern (roughly 5 bombs explosions wide). This also affects player-spawned   Troll Bombs.,Unlocked,imagenes3,2,Bomb BumTreasure RoomTreasure Room,,afterbirth
Bumbo,5.100.385,Bumbo want coin!,"Spawns a beggar familiar which picks up any nearby coins, leveling up after collecting several coins. At level 2, Bumbo gains a body. At level 3, it begins to fire tears. At level 4, Bumbo follows enemies and gains contact damage.",Unlocked,imagenes3,1,Baby ShopBeggarTreasure Room,,afterbirth
Bursting Sack,5.100.377,Spider love,Spider enemies no longer target or deal contact damage to Isaac.,Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirth
Cambion Conception,5.100.412,Feed them hate,"After taking damage a certain amount of times, a permanent demonic familiar spawns.",Defeat ??? as  Lilith,imagenes3,2,Ultra Secret RoomDevil RoomDevil Room,,afterbirth
Car Battery,5.100.356,Active power up,Causes Isaac's activated item to activate twice on each use.,Unlocked,imagenes3,3,Battery BumShopShop,,afterbirth
Censer,5.100.387,Peace be with you,Spawns a familiar which creates a circular aura that slows down enemies and enemy shots inside.,Defeat Ultra Greed as  Magdalene,imagenes3,3,Angel RoomAngel Room,,afterbirth
Chaos,5.100.402,!!!,Drops 1-6 random pickups on the floor. Causes items to be chosen from random item pools.,Unlocked,imagenes3,3,Secret RoomShopSecret RoomShop,,afterbirth
Charged Baby,5.100.372,Bbbzzzzzt!,"Spawns a familiar that occasionally drops a   Lil' Battery, gives an active item charge, or petrifies all enemies in the room.",Unlocked,imagenes3,3,Baby ShopBattery BumShopShop,,afterbirth
Circle of Protection,5.100.423,Protect me from myself,"Surrounds Isaac with a large white halo that occasionally deals Isaac's tear damage to enemies inside it, and can convert enemy shots into friendly homing tears.",Unlocked,imagenes3,2,Angel RoomAngel Room,,afterbirth
Continuum,5.100.369,Transcendent tears,Grants spectral tears and increases range. Tears travel through walls and appear at the opposite side of the room.,Unlocked,imagenes3,2,Treasure RoomTreasure Room,,afterbirth
Crack Jacks,5.100.354,HP up. Don't swallow the prize!,Grants one full Red Heart container and drops a random trinket.,Unlocked,imagenes3,2,Golden ChestBossBoss,,afterbirth
Crown of Light,5.100.415,The untainted gain power,"+2   Soul Hearts. While Isaac has no empty red hearts, grants 2x damage, increased range, and -0.3 shot speed. Regardless of health, the crown deactivates for the current room when Isaac takes damage.",Unlocked,imagenes3,4,Angel RoomAngel Room,,afterbirth
Curse of the Tower,5.100.371,Embrace chaos,"Upon taking damage, spawns six   Troll Bombs around the room, similar to the effect of  XVI - The Tower.",Unlocked,imagenes3,0,Curse RoomRed ChestTreasure RoomCurse RoomTreasure Room,,afterbirth
Dead Eye,5.100.373,Accuracy brings power!,Isaac's damage increases each time an enemy is hit. Damage is reset upon missing a shot.,Unlocked,imagenes3,3,Ultra Secret RoomTreasure RoomTreasure Room,,afterbirth
Deep Pockets,5.100.416,More money!,"Allows Isaac to carry two cards or pills (or a combination of both) at the same time. Increases the coin cap to 999. If a room would otherwise yield no reward, 1-3 coins will spawn.",Defeat ??? as  Keeper,imagenes3,2,ShopShopTreasure Room,,afterbirth
Eden's Blessing,5.100.381,Tears up + your future shines brighter,+0.7 tears up. Grants a random item at the start of the next run.,Defeat Hush as  Eden,imagenes3,3,Treasure Room,,afterbirth
Empty Vessel,5.100.409,I reward an empty vessel,"Grants two   Black Hearts. While Isaac has no red hearts, grants flight and periodically grants an invincibility shield for a few seconds.",Defeat Hush as  Lazarus,imagenes3,2,Devil BeggarDevil RoomDevil Room,,afterbirth
Epiphora,5.100.368,Intensifying tears,"Shooting in one direction increases Isaac's rate of fire until the cap is reached. As soon as Isaac changes direction or stops shooting, rate of fire is reset to its normal amount.",Unlocked,imagenes3,2,Treasure RoomTreasure Room,,afterbirth
Evil Eye,5.100.410,Eye shot!,Adds a chance to fire a slow-moving eye that fires tears in the same direction as Isaac. The eye is destroyed when it hits an enemy or obstacle.,Defeat Ultra Greed as  Cain,imagenes3,2,Treasure RoomTreasure Room,,afterbirth
Explosivo,5.100.401,Sticky bomb shot!,Isaac's tears have a chance to stick to enemies and explode.,Unlocked,imagenes3,3,Treasure RoomTreasure Room,,afterbirth
Farting Baby,5.100.404,He farts!,"Spawns a familiar that follows Isaac and blocks enemy shots. If a shot hits Farting Baby, it has a chance to fart, which charms, poisons, or knocks back nearby enemies.",Defeat Hush as  Isaac,imagenes3,1,Baby ShopTreasure Room,,afterbirth
Fate's Reward,5.100.361,Your fate beside you,A blue head familiar that will follow Isaac and fire tears copying his tear effects and damage.,Defeat Hush as  ???,imagenes3,2,Golden ChestBaby ShopTreasure RoomGolden Chest,,afterbirth
Friend Zone,5.100.364,Friendly fly,"Spawns a white attack fly that orbits somewhere between  Distant Admiration and  Forever Alone, dealing 45 damage per second.",Unlocked,imagenes3,1,Baby ShopKey MasterTreasure RoomTreasure Room,,afterbirth
Fruit Cake,5.100.418,Rainbow effects!,Isaac's tears gain a random effect that changes every shot.,Unlocked,imagenes3,2,Treasure Room,,afterbirth
GB Bug,5.100.405,Double tap glitch,"Spawns a familiar that bounces diagonally around the room, applying a random status effect to enemies it hits and has a chance to re-roll pickups it passes over. Spawns a familiar that follows Isaac. Double tapping the fire button launches it forward, causing it to reroll the first monster or pickup it hits.",Defeat Ultra Greed as  Eden,imagenes3,1,Secret RoomTreasure RoomSecret RoomShop,,afterbirth
Glitter Bombs,5.100.432,Prize bombs!,+5   Bombs. Bombs have a chance to drop random pickups or charm enemies when they explode.,Unlocked,imagenes3,2,Bomb BumTreasure RoomTreasure Room,,afterbirth
God's Flesh,5.100.398,Shrink shot!,"Tears have a chance to shrink enemies, making them run away from Isaac. Shrunk enemies can be crushed and killed by walking over them.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirth
Head of the Keeper,5.100.429,Penny tears!,Isaac's tears become coins and now have a chance to drop Pennies on the floor upon successfully hitting an enemy.,Unlocked,imagenes3,2,Golden Chest,,afterbirth
Holy Light,5.100.374,Holy death shot,"Adds a chance to fire holy tears, which will create a damaging light beam in the area if they hit an enemy.",Unlocked,imagenes3,3,Angel RoomTreasure RoomTreasure Room,,afterbirth
Host Hat,5.100.375,Blast resistance,A host familiar that sits on Isaac's head and has a random chance to block enemy shots and retaliate with 3 tears. Grants immunity to explosions.,Unlocked,imagenes3,3,Treasure RoomShopTreasure Room,,afterbirth
Immaculate Conception,5.100.413,Feed them love,"Upon picking up a certain amount of health, spawn a permanent angelic familiar.",Complete the Boss Rush as  Lilith,imagenes3,1,Angel RoomAngel Room,,afterbirth
Incubus,5.100.360,Dark friend,"Spawns a demonic familiar that shoots tears identical to Isaac's in terms of damage, tears, and tear effects.",Defeat Hush as  Lilith,imagenes3,4,Baby ShopDevil RoomDevil Room,,afterbirth
Key Bum,5.100.388,He wants your keys!,"Spawns a familiar that follows Isaac and collects   Keys for himself, giving random   Chests in return.",Defeat Ultra Greed as  Lazarus,imagenes3,0,Baby ShopKey MasterSecret RoomTreasure Room,,afterbirth
Kidney Stone,5.100.440,Matt's kidney stone,"Randomly while firing tears, Isaac will stop firing and turn red, where he will charge and release a lot of 'tears' in one go. The burst of tears also includes a kidney stone, which deals a lot of damage.",Complete The Guardian (challenge #30) Complete Onan's Streak (challenge #29),imagenes3,2,Treasure RoomTreasure Room,,afterbirth
Lil Chest,5.100.362,What's in the box?,Spawns a chest familiar that spawns a random pickup (25% chance) or trinket (10% chance) upon clearing a room.,Defeat Ultra Greed as  Isaac,imagenes3,2,Crane GameWooden ChestBeggarTreasure RoomTreasure Room,,afterbirth
Lil Gurdy,5.100.384,A gurd of your own!,"A   Gurdy Jr. familiar that charges up while Isaac is firing, bouncing around the room when released and dealing contact damage based on its speed.",Unlocked,imagenes3,2,Baby ShopTreasure RoomTreasure Room,,afterbirth
Lil Loki,5.100.435,4-way buddy!,Spawns a Loki familiar that follows Isaac and fires 4 tears in a cross pattern.,Unlocked,imagenes3,1,Baby ShopUltra Secret RoomTreasure Room,,afterbirth
Lost Fly,5.100.365,Lost protector,"Spawns fly familiar that moves in a straight line and circles around the first wall or obstacle it hits, dealing 105 damage per second on contact. Spawns fly familiar that moves in a straight line and circles around the first wall or obstacle it hits, dealing 56 damage per second and forcing nearby enemies to attack it.",Unlocked,imagenes3,2,Baby ShopKey MasterTreasure RoomTreasure Room,,afterbirth
Lusty Blood,5.100.411,Their blood brings rage!,Isaac's damage increases for the current room each time he kills an enemy.,Defeat Ultra Greed as  Samson,imagenes3,3,Devil RoomUltra Secret RoomTreasure RoomDevil RoomTreasure Room,,afterbirth
Marked,5.100.394,Directed tears,"Isaac will automatically fire tears directed at a red target on the ground. The target can be moved with tear controls. +0.7 tears, increases range.",Unlocked,imagenes3,1,Ultra Secret RoomTreasure RoomTreasure Room,,afterbirth
Maw of the Void,5.100.399,Consume thy enemy!,"Charged by firing for 2.5 seconds and when released, creates a black ring around Isaac that rapidly deals damage.  +1 damage, the ring can cause enemies to drop  Black Hearts.",Defeat Hush as  Azazel,imagenes3,3,Ultra Secret RoomDevil RoomDevil Room,,afterbirth
Milk!,5.100.436,Don't cry over it...,"Spawns a glass familiar that spills on the floor upon taking damage.  After the milk spills, Isaac's tear delay is decreased by 2 for the current room.  After the milk spills, Isaac's fire rate is increased by 1 for the current room.",Unlocked,imagenes3,1,Treasure RoomTreasure Room,,afterbirth
Mom's Pearls,5.100.355,Range + luck up,"+1.25 range, +0.5 tear falling speed, +1 luck. +2.5 range, +1 luck. Grants one   Soul Heart.",Unlocked,imagenes3,2,Golden ChestMom's ChestOld ChestBossBoss,,afterbirth
More Options,5.100.414,There's options,Two item pedestels are presented in every  Treasure Room. Only one can be taken; the other will disappear.,Donate 50 Coins to the Donation Machine,imagenes3,3,Shop,,afterbirth
Mr. Dolly,5.100.370,Range + tears up,"+0.7 tears, +5.25 range, +0.5 tear falling speed, Spawns a combination of 3   Red Hearts,   Soul Hearts or   Black Hearts on the floor when picked up. +0.7 tears, +2.5 range, spawns 3 random types of   Hearts on the floor when picked up.",Unlocked,imagenes3,3,Crane GameGolden ChestBossBoss,,afterbirth
Multidimensional Baby,5.100.431,ydduB Buddy,Spawns a familiar that will follow Isaac's movements on a 2.5-second delay. Tears that pass through the baby will be doubled and increase in speed.,Unlocked,imagenes3,2,Devil RoomTreasure RoomDevil RoomTreasure Room,,afterbirth
My Shadow,5.100.433,Me! And my shaaaadow!,Inflicts fear on all enemies in the room upon taking damage and spawns black friendly   Chargers that attack enemies.Spawns a shadow familiar that closely follows behind Isaac. It spawns a black friendly   Charger whenever an enemy touches it.,Defeat Ultra Greed as  Judas,imagenes3,2,Devil RoomDevil Room,,afterbirth
Night Light,5.100.425,Scared of the dark?,A cone of light shines in the direction Isaac is moving that slows enemies and enemy shots.,Unlocked,imagenes3,1,Crane GameShopTreasure Room,,afterbirth
Number Two,5.100.378,Uh oh...,"Continuously firing tears for three seconds causes Isaac to drop a Butt Bomb, which damages and confuses all enemies in the room when it explodes.",Unlocked,imagenes3,2,Shell GameTreasure RoomTreasure Room,,afterbirth
Obsessed Fan,5.100.426,Follows my every move...,Spawns a familiar that follows Isaac's movements on a delay and deals 30 contact damage per second to enemies.,Unlocked,imagenes3,0,Baby ShopKey MasterTreasure RoomTreasure Room,,afterbirth
Papa Fly,5.100.430,Turret follower,"Spawns a familiar that follows Isaac's movements on a 3 second delay, firing tears at nearby enemies.",Unlocked,imagenes3,1,Baby ShopKey MasterTreasure RoomTreasure Room,,afterbirth
Pay to Play,5.100.380,Money talks,"+5   Coins. Most doors require one   Penny to open instead of a   Key. +5   Coins. All locked doors,   Locked Chests, and Key Blocks must be opened with one   Penny instead of   Keys.",Unlocked,imagenes3,2,ShopShopTreasure Room,,afterbirth
PJs,5.100.428,You feel cozy,Grants 4   Soul Hearts and fully restores Isaac's health.,Unlocked,imagenes3,2,Golden ChestBossBoss,,afterbirth
Pupula Duplex,5.100.379,Wide shot,"Gives Isaac spectral tears and gives his tears a wide arc shape, increasing their size.",Unlocked,imagenes3,2,Treasure RoomTreasure Room,,afterbirth
Purity,5.100.407,Aura stat boost,"Boosts one of Isaac's stats depending on the color of the aura around him. The aura disappears upon taking damage and reappears with a random color upon entering a new room. Red boosts damage, blue boosts tears, yellow boosts speed, and orange boosts range.",Defeat Hush as  Magdalene,imagenes3,3,Angel RoomTreasure RoomAngel RoomTreasure Room,,afterbirth
Restock,5.100.376,Never ending stores!,"Causes  Shops to instantly restock their items when they are bought.  Outside of Greed Mode, the restocked item's cost is increased after each purchase.",Unlocked,imagenes3,2,BeggarShop,,afterbirth
Rune Bag,5.100.389,Rune generator,Spawns a familiar that drops a random rune after clearing enough rooms.,Defeat Isaac as  Lilith,imagenes3,3,Golden ChestSecret RoomTreasure RoomSecret RoomTreasure Room,,afterbirth
Sack Head,5.100.424,More sacks!,"Coins,   Bombs,   Keys, cards, runes and batteries have a chance to become   Grab Bags.",Unlocked,imagenes3,3,Secret RoomShopSecret Room,,afterbirth
Scatter Bombs,5.100.366,We put bombs in your bombs!,+5   Bombs. Isaac's bombs explode into 2-4 tiny bombs.,Unlocked,imagenes3,1,Bomb BumTreasure RoomTreasure Room,,afterbirth
Seraphim,5.100.390,Sworn friend,Spawns an angel familiar who follows Isaac and fires homing tears which deal 10 damage and have 75% shot speed.,Unlocked,imagenes3,3,Baby ShopAngel RoomTreasure RoomAngel Room,,afterbirth
Serpent's Kiss,5.100.393,The kiss of death,Tears have a chance to apply a poison effect to enemies. Isaac poisons enemies on contact. Poisoned enemies have a chance to drop a   Black Heart when killed.,Defeat Satan as  Lilith,imagenes3,2,Treasure RoomTreasure Room,,afterbirth
Spear of Destiny,5.100.400,Your destiny,"In addition to tears, Isaac holds a spear in front of him which deals contact damage equal to 2x his tear damage, and occasionally inflicts fear.",Unlocked,imagenes3,2,Angel RoomAngel Room,,afterbirth
Spider Mod,5.100.403,Mod buddy!,Displays Isaac's tear damage and enemy health bars. Spawns a familiar that wanders around and inflicts random status effects on enemies it touches. Can spawn a   Lil' Battery/Blue spider upon clearing a room.,Unlocked,imagenes3,1,Baby ShopCrane GameShopShop,,afterbirth
Sticky Bombs,5.100.367,Egg sack bombs!,+5   Bombs. Bombs stick to enemies and spawn 2-4 Blue Spiders if they kill an enemy.  They also leave a long-lasting puddle of slowing white creep.,Unlocked,imagenes3,2,Bomb BumTreasure RoomTreasure Room,,afterbirth
Succubus,5.100.417,Damage booster,"Spawns a flying familiar that bounces around the room with a black aura, dealing rapid damage to any enemies inside it. While standing in the aura, Isaac gains a 1.5x tear damage multiplier.",Defeat The Lamb as  Lilith,imagenes3,3,Devil BeggarBaby ShopDevil Room,,afterbirth
Sworn Protector,5.100.363,Protective friend,"Spawns an orbital familiar which does 105 damage per second and attracts and blocks enemy shots. Upon blocking 10 shots in a room, it drops an   Eternal Heart.",Defeat Hush as  The Lost,imagenes3,3,Baby ShopAngel RoomAngel Room,,afterbirth
